fund_id,category,aum_cr,history_years,cagr_3y,cagr_5y,sharpe,sortino,annual_vol,max_drawdown,var_95,expense_ratio,exit_load,rolling_alpha_std,f_return,f_risk,f_cost,f_consistency
MU0125,Multi Cap,1210.8,14.11,16.16,16.51,0.729,1.284,13.73,20.63,11.73,1.23,0.5,3.327,0.5961086553330714,0.6922770179493956,0.5049126637554586,0.7251336898395722
MU0126,Multi Cap,1284.9,5.73,21.0,20.25,0.791,1.004,17.38,33.56,15.6,1.94,0.5,3.265,0.6894078737539877,0.4384491868510779,0.2723799126637556,0.7311618862421001
MU0127,Multi Cap,2427.8,6.25,15.33,14.43,0.786,0.992,10.09,15.21,7.45,1.26,0.0,6.357,0.510919021360415,0.8874305058481557,0.6200873362445415,0.4305298979095771
MU0128,Multi Cap,5543.3,12.3,18.77,17.15,0.848,1.522,12.57,25.46,10.07,2.04,0.0,6.205,0.6489338261148139,0.7027015276954666,0.3646288209606987,0.44530870199319394
MU0129,Multi Cap,1043.3,10.94,16.5,15.27,0.412,0.493,21.3,34.46,12.9,1.16,0.5,8.115,0.45484308395209233,0.3605940365658322,0.5278384279475983,0.25960136120563926
MU0130,Multi Cap,1925.0,13.96,13.08,14.27,0.416,0.608,18.68,38.39,16.28,1.82,0.0,5.501,0.4355720415885596,0.35479804898990297,0.4366812227074236,0.5137578998541565
MU0131,Multi Cap,3853.4,7.45,15.63,13.77,0.444,0.54,16.37,27.74,12.84,0.73,0.5,3.234,0.41663528179964215,0.548572405615803,0.6686681222707423,0.7341759844433642
MU0132,Multi Cap,1046.0,13.33,16.76,17.13,0.728,0.926,14.59,24.73,10.6,1.2,1.0,1.432,0.5813943973217615,0.6488663377640265,0.38973799126637565,0.909382596013612
MU0133,Multi Cap,1779.0,11.52,14.89,14.44,0.566,0.69,14.03,28.07,10.25,1.11,0.5,10.785,0.462426524960026,0.6397814884084483,0.5442139737991267,0.0
MU0134,Multi Cap,1749.6,6.15,16.44,16.24,0.537,0.671,18.14,32.8,15.01,1.84,1.0,6.9,0.5126507414808021,0.4320795160188242,0.1801310043668123,0.3777345649003403
MU0135,Multi Cap,760.8,5.39,18.03,16.65,0.619,0.735,16.4,25.6,13.94,1.36,1.0,6.058,0.5387607961693177,0.5522398111589157,0.3373362445414847,0.4596013612056393
MU0136,Multi Cap,2045.6,11.73,14.92,14.0,0.334,0.452,22.45,46.7,18.91,0.57,0.5,6.797,0.4051171658293028,0.1522191371565057,0.7210698689956332,0.3877491492464755
MU0137,Multi Cap,1843.2,5.74,4.7,4.19,-0.137,-0.221,16.91,28.27,12.74,0.84,0.5,3.276,0.0,0.5310451723745728,0.63264192139738,0.7300923675255226
MU0138,Multi Cap,2772.0,12.74,20.87,19.75,0.749,1.123,17.69,26.22,12.58,0.95,0.5,4.484,0.68140824880966,0.5297238214108264,0.5966157205240175,0.6126397666504618
MU0139,Multi Cap,815.4,10.13,13.96,13.86,0.563,0.726,13.06,22.62,11.54,1.63,0.5,8.683,0.44788217853360335,0.6955326131853528,0.37390829694323147,0.20437530384054448
MU0140,Multi Cap,1813.5,9.25,12.12,12.17,0.347,0.581,16.35,30.39,12.92,1.58,0.5,6.993,0.3627681949948537,0.5257067986040024,0.3902838427947599,0.3686922702965484
MU0141,Multi Cap,5501.9,7.03,11.07,13.17,0.369,0.446,18.07,34.11,13.79,1.19,0.0,4.571,0.3826001160683653,0.43797420859405656,0.6430131004366813,0.6041808458920759
MU0142,Multi Cap,10030.0,14.82,13.82,13.66,0.439,0.718,16.31,33.73,12.71,1.11,0.0,3.596,0.429463819558443,0.5011305151696295,0.6692139737991267,0.6989790957705396
MU0143,Multi Cap,5047.3,11.94,13.03,10.24,0.234,0.288,15.95,29.23,12.58,1.55,1.0,4.847,0.26615278830451394,0.5503087075391908,0.27510917030567694,0.577345649003403
MU0144,Multi Cap,820.0,12.56,12.42,13.32,0.368,0.529,18.55,29.28,15.1,0.9,0.0,5.416,0.3948247289547951,0.44987616764285576,0.7379912663755458,0.5220223626640739
MU0145,Multi Cap,2551.1,12.46,12.61,11.87,0.24,0.299,22.35,35.96,17.12,1.46,0.5,9.976,0.31728601759778263,0.2678426582277399,0.429585152838428,0.07865824015556633
MU0146,Multi Cap,1271.1,10.42,16.85,18.77,0.683,0.815,17.96,26.6,15.5,1.43,1.0,5.598,0.6166595751784179,0.4831850085902939,0.31441048034934505,0.5043266893534273
MU0147,Multi Cap,2236.7,14.34,22.11,23.37,0.797,1.178,21.16,42.08,18.15,1.2,0.5,4.052,0.8010670618010771,0.23482168833267913,0.5147379912663756,0.6546426835196889
MU0148,Multi Cap,1048.6,10.42,17.87,16.77,0.527,0.694,19.49,28.94,14.28,1.44,0.5,5.954,0.5299754011781579,0.4380439293688849,0.43613537117903933,0.4697131745260088
MU0149,Multi Cap,620.9,9.72,18.93,19.3,0.61,0.987,20.97,39.52,13.64,1.34,0.5,6.653,0.642023496385472,0.3173766529581141,0.468886462882096,0.4017501215362178
MU0150,Multi Cap,1400.1,7.01,13.68,12.47,0.384,0.486,15.55,29.19,12.02,1.47,1.0,3.439,0.36646490849849167,0.5681681636611328,0.3013100436681223,0.7142440447253282
MU0151,Multi Cap,3174.3,7.1,15.37,14.87,0.497,0.624,16.84,34.15,13.24,0.83,0.5,6.571,0.462876662800089,0.47699109243395643,0.6359170305676856,0.40972289742343226
MU0152,Multi Cap,2243.8,12.11,16.49,16.8,0.611,0.958,16.85,24.6,12.76,1.52,0.5,8.024,0.5634182204602814,0.5634112125355861,0.40993449781659386,0.26844919786096266
MU0153,Multi Cap,2455.7,7.68,12.69,13.53,0.365,0.655,19.25,30.07,16.69,1.66,1.0,6.289,0.4127057212327683,0.4049763029325014,0.23908296943231444,0.437141468157511
MU0154,Multi Cap,2122.4,12.02,13.51,14.08,0.379,0.557,20.04,42.63,12.58,1.41,0.5,4.668,0.4215707445210262,0.3288226251835432,0.44596069868995647,0.5947496353913466
MU0155,Multi Cap,2458.8,14.48,17.99,17.58,0.619,1.03,17.9,33.25,12.28,1.51,0.5,4.98,0.594604809946931,0.4684533708244716,0.41320960698689957,0.5644141954302382
MU0156,Multi Cap,2715.8,8.83,18.82,21.3,0.729,0.916,20.31,35.86,17.46,1.26,0.0,3.139,0.7073007996215348,0.31844318775585956,0.6200873362445415,0.7434127369956247
MU0157,Multi Cap,1471.5,5.07,15.24,14.3,0.497,0.791,15.7,31.37,13.84,1.61,0.0,5.515,0.4611625589309777,0.5232172938137057,0.5054585152838428,0.5123966942148761
MU0158,Multi Cap,1916.2,11.33,10.82,8.39,0.093,0.111,20.33,43.15,14.8,1.32,0.5,6.686,0.18019521363611504,0.2892452385655877,0.47543668122270744,0.3985415653864852
MU0160,Multi Cap,2004.5,12.66,9.96,11.22,0.24,0.292,19.67,41.72,14.28,1.59,0.5,9.565,0.29687482019703215,0.3252385463461106,0.3870087336244542,0.11861934856587264
MU0161,Multi Cap,1858.6,9.78,15.26,14.67,0.456,0.624,17.93,26.66,13.21,0.73,0.5,7.36,0.4529649642596096,0.5118481168485209,0.6686681222707423,0.33300923675255223
MU0162,Multi Cap,1945.5,9.39,15.89,15.58,0.459,0.729,19.78,43.17,14.95,1.4,1.0,2.856,0.4907203555073161,0.3017676849307688,0.32423580786026207,0.7709285367039378
MU0163,Multi Cap,1532.9,10.26,14.05,12.9,0.437,0.552,14.64,22.43,9.99,1.17,1.0,2.481,0.39065891172766415,0.6745468908609364,0.3995633187772927,0.8073894020418084
MU0164,Multi Cap,1313.7,9.68,15.85,14.8,0.458,0.602,18.13,29.25,12.58,1.14,0.0,4.18,0.45504673634083465,0.4924676677416293,0.6593886462882097,0.6421973748176957
MU0165,Multi Cap,2109.9,7.56,16.46,15.01,0.461,0.547,18.46,27.27,14.71,1.36,1.0,8.809,0.4565687662444212,0.47408258740164355,0.3373362445414847,0.19212445308701998
MU0166,Multi Cap,1251.5,7.1,15.9,15.96,0.715,1.077,13.25,27.06,10.42,1.05,0.0,7.163,0.5587322976208826,0.6668484888522871,0.6888646288209607,0.3521633446767136
MU0167,Multi Cap,1615.9,8.57,10.79,10.18,0.193,0.341,19.02,41.6,15.19,1.48,0.5,8.944,0.265450837517785,0.332172474201325,0.4230349344978166,0.17899854156538642
MU0168,Multi Cap,1036.4,13.84,14.11,14.14,0.565,0.666,13.5,22.11,9.63,1.32,0.5,5.599,0.450970989301679,0.7118719015720794,0.47543668122270744,0.504229460379193
MU0169,Multi Cap,1953.1,5.49,16.43,16.34,0.61,0.761,16.13,26.78,11.31,1.08,0.5,5.413,0.5309274601130423,0.5819966618006864,0.5540393013100436,0.5223140495867769
MU0170,Multi Cap,2837.7,7.57,20.53,19.51,0.738,1.198,17.63,28.61,12.44,1.77,0.5,3.665,0.680096122222688,0.5128406293106471,0.32805676855895205,0.6922702965483714
MU0171,Multi Cap,1539.5,6.12,14.05,11.8,0.349,0.455,15.16,23.1,13.42,1.37,0.5,6.342,0.3399305010473856,0.6126229280031608,0.4590611353711791,0.4319883325230919
MU0172,Multi Cap,546.1,8.7,16.93,14.57,0.454,0.826,17.76,36.06,12.76,1.52,0.0,5.568,0.46862140758109694,0.4424530804904977,0.5349344978165939,0.507243558580457
MU0173,Multi Cap,2851.8,5.47,18.07,21.21,0.83,1.157,17.71,25.66,13.85,1.8,0.0,5.495,0.7365353237803055,0.5181917217617071,0.4432314410480349,0.5143412736995625
MU0174,Multi Cap,1971.3,12.37,14.31,15.59,0.611,0.927,14.88,32.34,11.26,1.79,0.5,8.603,0.5237422316238703,0.5686801926380882,0.3215065502183406,0.2121536217792903
MU0175,Multi Cap,913.6,5.14,19.02,20.13,0.705,1.062,19.32,41.38,16.67,1.5,0.5,5.818,0.6831430233607119,0.30775634052626133,0.4164847161572053,0.4829363150218766
MU0176,Multi Cap,3308.4,11.32,19.21,17.9,0.757,1.215,15.05,22.5,10.7,1.19,0.5,8.1,0.6345252242697956,0.6543105252265589,0.5180131004366813,0.2610597958191542
MU0177,Multi Cap,726.1,6.94,19.83,19.34,0.517,0.818,24.82,45.26,18.13,0.8,0.5,3.627,0.6187475981875151,0.11136006501086515,0.6457423580786026,0.6959649975692757
MU0178,Multi Cap,4143.3,9.19,16.6,15.13,0.503,0.733,17.15,37.63,14.63,1.37,0.5,10.711,0.4815295736369959,0.4221454568933153,0.4590611353711791,0.007194944093339761
MU0179,Multi Cap,1724.5,6.2,23.26,21.19,1.068,1.71,13.75,28.63,8.92,1.68,0.5,4.928,0.8098699309769704,0.6589353893596661,0.3575327510917031,0.5694701020904229
MU0181,Multi Cap,2061.1,14.43,22.43,23.53,0.804,1.112,21.17,30.02,15.24,0.1,1.0,7.753,0.8004149763707823,0.37257313936116265,0.75,0.2947982498784638
MU0182,Multi Cap,1340.7,6.44,17.69,18.2,0.723,0.947,16.19,23.55,14.5,1.6,0.0,4.9,0.6154128702342891,0.5681870033001437,0.5087336244541485,0.5721925133689839
MU0183,Multi Cap,1208.7,14.48,19.69,18.03,0.878,1.165,13.14,26.73,10.72,1.63,0.5,7.025,0.6451136567857019,0.6688309247158447,0.37390829694323147,0.36558094312105005
MU0184,Multi Cap,1072.2,7.58,13.88,13.0,0.321,0.516,20.23,34.42,12.2,1.19,0.5,7.686,0.3794894980860084,0.39791318073482285,0.5180131004366813,0.30131259115216336
MU0185,Multi Cap,1637.7,10.14,17.96,18.35,0.733,1.305,16.17,31.29,13.77,1.65,0.5,4.51,0.6543727016297164,0.5123271700433492,0.36735807860262015,0.6101118133203696
MU0186,Multi Cap,1269.3,11.72,19.99,18.81,0.628,0.786,19.59,39.01,15.89,1.52,0.5,4.805,0.6100230787098369,0.3303151427767558,0.40993449781659386,0.5814292659212446
MU0187,Multi Cap,582.1,6.19,11.19,10.79,0.209,0.258,20.49,35.61,15.75,1.06,0.5,6.221,0.2777287253576703,0.33698440064207,0.560589519650655,0.4437530384054448
MU0188,Multi Cap,5013.0,8.89,14.43,14.41,0.43,0.51,18.38,27.84,12.33,1.74,0.5,5.762,0.43197505879779025,0.500872094415411,0.3378820960698691,0.4883811375789986
MU0190,Multi Cap,1076.3,11.67,14.38,14.18,0.641,0.866,11.98,25.12,9.45,1.28,0.5,6.723,0.47798721543183614,0.7288671651517133,0.4885371179039302,0.3949440933398153
MU0191,Multi Cap,843.3,8.58,12.14,10.86,0.293,0.358,14.88,24.78,10.89,1.25,0.5,5.564,0.29705666537149333,0.6371781183963987,0.4983624454148472,0.5076324744773943
MU0192,Multi Cap,3301.5,13.81,14.24,13.08,0.394,0.576,16.68,24.19,14.32,1.01,0.5,6.925,0.3943539204327915,0.5520438955892326,0.5769650655021834,0.3753038405444823
MU0193,Multi Cap,766.2,7.01,25.23,23.37,0.682,0.868,24.74,53.61,16.79,1.41,0.5,2.795,0.7613381531775669,0.05948938848567109,0.44596069868995647,0.7768595041322315
MU0194,Multi Cap,1992.2,14.16,21.01,18.64,0.522,0.624,23.25,45.22,18.4,1.76,1.0,5.253,0.5798033230784967,0.14988689588940118,0.20633187772925776,0.5378706854642683
MU0195,Multi Cap,1187.1,5.55,9.96,9.32,0.131,0.166,21.62,39.63,14.59,1.74,0.5,6.748,0.21715631084443643,0.28747893902815513,0.3378820960698691,0.39251336898395717
MU0196,Multi Cap,1234.8,10.68,16.95,17.42,0.73,1.082,14.96,30.86,11.83,1.55,0.0,7.704,0.6049787930168612,0.5720126707903498,0.5251091703056769,0.29956246961594557
MU0197,Multi Cap,855.6,7.39,17.8,15.64,0.596,0.899,15.33,26.51,9.42,0.71,0.5,6.086,0.5212423577079268,0.6288633660098021,0.6752183406113537,0.4568789499270782
MU0198,Multi Cap,1158.3,6.0,13.82,13.64,0.481,0.755,14.85,32.49,10.65,0.83,0.5,8.313,0.43624081983760377,0.575764587464927,0.6359170305676856,0.2403500243072435
MU0199,Multi Cap,1811.9,5.03,15.62,16.07,0.638,0.967,14.99,31.28,9.77,1.36,1.0,7.262,0.5445950428721309,0.593194937242537,0.3373362445414847,0.34253767622751585
MU0200,Multi Cap,2153.8,11.21,15.97,13.26,0.304,0.381,22.28,36.19,17.42,1.29,0.5,5.403,0.37318330632885144,0.26403259351618813,0.48526200873362446,0.52328633932912
MU0201,Multi Cap,1039.7,6.56,10.29,9.46,0.177,0.233,16.72,28.37,11.62,1.13,0.0,5.586,0.2319748456979765,0.5491047793504558,0.6626637554585153,0.5054934370442392
MU0202,Multi Cap,1682.1,10.3,11.39,12.87,0.371,0.594,17.14,27.78,14.25,1.97,0.0,6.607,0.3875035427844048,0.5103917520351171,0.38755458515283847,0.4062226543509966
MU0203,Multi Cap,3637.0,14.77,15.6,15.77,0.464,0.607,19.98,38.51,12.67,1.34,0.0,5.291,0.48555829665056816,0.3641256030095532,0.593886462882096,0.5341759844433641
MU0204,Multi Cap,635.9,7.48,15.35,12.6,0.501,0.755,12.18,23.28,9.34,1.49,0.5,8.23,0.4064994732882935,0.7404947885265487,0.419759825327511,0.2484200291686922
MU0206,Multi Cap,937.5,5.57,12.22,10.82,0.309,0.467,13.99,30.4,8.49,1.32,0.5,6.188,0.30752583302493053,0.6429507915983591,0.47543668122270744,0.4469615945551775
MU0207,Multi Cap,881.6,5.31,14.69,15.02,0.514,0.728,16.56,29.44,10.11,2.21,1.0,7.148,0.4787469873013821,0.5630029661955475,0.058951965065502265,0.35362177929022853
MU0208,Multi Cap,2197.2,9.1,18.1,16.77,0.658,0.855,15.62,31.67,10.82,0.97,0.0,5.186,0.5572714983971342,0.5602200167102381,0.7150655021834061,0.544385026737968
MU0209,Multi Cap,1218.3,12.19,14.73,14.17,0.496,0.645,15.46,29.78,12.1,1.09,0.5,4.767,0.44346966275533806,0.564569867438382,0.5507641921397379,0.5851239669421487
MU0210,Multi Cap,801.7,7.26,20.68,19.53,0.715,0.922,18.22,33.06,16.2,0.97,1.0,5.821,0.6527535692442984,0.4130190735310342,0.46506550218340614,0.48264462809917363
MU0211,Multi Cap,5239.8,5.6,12.56,12.07,0.306,0.458,18.21,26.1,11.42,1.85,0.5,7.418,0.344397996577617,0.5313559259344777,0.3018558951965066,0.32736995624696164
MU0212,Multi Cap,3733.4,11.05,15.68,14.5,0.476,0.629,16.8,32.35,13.62,1.58,1.0,4.944,0.4501347856322423,0.4885578867791571,0.2652838427947599,0.5679144385026738
MU0213,Multi Cap,563.5,7.31,13.76,12.99,0.347,0.559,18.69,35.77,15.09,1.11,0.5,4.071,0.38563565188298554,0.39142922991799656,0.5442139737991267,0.6527953330092369
MU0214,Multi Cap,697.9,10.33,17.06,15.15,0.587,0.847,14.72,22.08,11.79,1.0,0.5,7.749,0.5006464738018641,0.6530845932288474,0.580240174672489,0.29518716577540116
MU0215,Multi Cap,2858.9,14.27,12.26,12.35,0.297,0.41,19.68,40.09,14.86,1.78,0.5,6.793,0.34758028713068917,0.3315670765549543,0.32478165938864634,0.38813806514341276
MU0216,Multi Cap,1460.8,7.2,21.75,21.46,0.888,1.175,16.84,29.87,14.99,1.43,0.0,7.661,0.751238571634568,0.4914894132859221,0.564410480349345,0.30374331550802147
MU0217,Multi Cap,6089.1,9.64,9.08,6.64,0.009,0.011,15.95,26.47,11.97,1.79,1.0,7.143,0.10980344383505788,0.581200900847741,0.19650655021834063,0.35410792416140013
MU0218,Multi Cap,2912.1,12.87,21.0,21.7,1.016,1.584,14.96,30.8,12.74,1.28,0.5,9.62,0.8087320490044332,0.5612435850729853,0.4885371179039302,0.11327175498298503
MU0219,Multi Cap,2264.0,11.61,15.31,14.6,0.484,0.603,16.73,28.01,11.35,1.48,0.0,7.845,0.451491663180117,0.5552294322538383,0.5480349344978166,0.28585318424890616
SM0000,Small Cap,9222.2,14.74,24.06,24.95,0.671,0.936,27.51,56.97,17.88,1.2,0.5,8.081,0.6085517890455623,0.32633015127489073,0.6358108108108108,0.37285031036939054
SM0001,Small Cap,2826.4,7.3,20.63,19.28,0.566,0.702,22.57,47.33,14.16,1.29,1.0,9.383,0.4475698559688073,0.4893813748150123,0.47432432432432425,0.2403581968047218
SM0002,Small Cap,617.4,5.93,18.77,16.35,0.403,0.645,24.43,37.17,21.53,1.75,1.0,9.786,0.36048426076872664,0.4628523358317551,0.2878378378378378,0.19934873308232426
SM0004,Small Cap,3201.5,9.26,20.52,21.57,0.75,0.897,20.09,42.97,15.77,1.97,0.5,7.379,0.5336380901161325,0.5402821696587932,0.32364864864864873,0.44428615040195385
SM0005,Small Cap,1675.6,13.62,16.79,16.48,0.394,0.486,25.35,39.02,18.09,1.86,0.5,6.159,0.3488906404934371,0.4655130181055184,0.3682432432432432,0.5684339065839015
SM0006,Small Cap,4489.6,9.5,23.27,22.53,0.782,1.166,20.5,34.75,17.43,1.98,0.5,6.066,0.5820771751735265,0.57016270350758,0.3195945945945946,0.5778976289813779
SM0009,Small Cap,3512.4,6.5,29.75,28.01,0.994,1.38,21.63,30.64,15.3,1.98,1.0,4.934,0.7462176770138318,0.5949544186569604,0.1945945945945946,0.6930904650452834
SM0010,Small Cap,1302.8,13.27,15.06,13.69,0.334,0.571,21.52,47.25,18.81,1.92,0.5,5.878,0.2863563973714727,0.4682687893988249,0.3439189189189189,0.5970285946881042
SM0011,Small Cap,1322.2,10.84,17.19,17.37,0.525,0.931,20.71,43.53,18.14,1.73,0.5,1.918,0.4196192669030773,0.5083717264813327,0.4209459459459459,1.0
SM0012,Small Cap,1834.5,10.19,13.65,10.92,0.283,0.36,15.59,33.21,12.4,2.04,0.5,8.849,0.19932949026066787,0.6945532683122305,0.2952702702702702,0.2946982802482955
SM0013,Small Cap,2744.6,7.51,20.35,21.38,0.602,0.889,24.72,40.24,15.66,0.78,0.5,6.081,0.5156662240970741,0.4873402917901073,0.806081081081081,0.5763712221430752
SM0014,Small Cap,1780.8,14.22,14.45,14.7,0.341,0.547,24.04,37.89,17.9,1.5,1.0,7.243,0.3083029528915481,0.4937333554563399,0.3891891891891892,0.45812557240256435
SM0015,Small Cap,3904.1,7.64,17.48,18.06,0.431,0.659,26.82,46.69,18.07,1.49,1.0,9.27,0.40379627233155746,0.3971752324510688,0.39324324324324333,0.2518571283199349
SM0016,Small Cap,1289.8,13.18,23.17,23.34,0.817,1.051,20.61,36.33,17.84,2.0,0.5,6.689,0.5939068923211375,0.5556693090431234,0.31148648648648647,0.514500864963875
SM0017,Small Cap,753.8,13.85,14.66,13.96,0.237,0.343,31.53,44.28,20.23,2.15,0.5,9.622,0.26435760743516923,0.3227709150372412,0.2506756756756757,0.21603744784776635
SM0018,Small Cap,9188.4,9.32,22.84,21.06,0.684,0.844,21.29,43.08,13.12,1.09,0.5,3.968,0.5114618913967832,0.5427954844675369,0.6804054054054054,0.7913910654319731
SM0019,Small Cap,1170.5,13.84,23.02,22.35,0.832,1.079,19.06,41.89,15.47,2.09,0.0,10.34,0.5746850641165695,0.5648396401770013,0.4,0.14297344052101346
SM0020,Small Cap,1199.3,7.04,24.3,22.63,0.871,1.034,18.53,33.78,13.64,1.19,0.5,7.939,0.5806573334901934,0.6364920705934709,0.6398648648648648,0.38730029510532205
SM0021,Small Cap,1713.7,11.24,19.27,19.36,0.846,1.036,15.2,26.0,12.94,1.2,1.0,6.092,0.5028165913177929,0.7395327591635834,0.5108108108108108,0.57525185712832
SM0023,Small Cap,1359.1,9.21,24.3,25.57,0.654,0.874,29.17,43.08,24.51,1.49,1.0,4.73,0.6160618140871582,0.3312712312415087,0.39324324324324333,0.7138495980461992
SM0024,Small Cap,1776.6,6.39,20.29,20.23,0.534,0.961,25.7,41.46,15.71,1.05,0.5,6.037,0.48934222954236073,0.464716347539327,0.6966216216216217,0.5808486822020963
SM0028,Small Cap,8451.9,10.48,27.9,27.97,0.985,1.224,21.79,45.31,16.95,1.45,0.5,7.201,0.7309421354262954,0.4908658135749212,0.5344594594594595,0.46239951154981185
SM0029,Small Cap,1613.8,9.01,26.63,25.67,0.65,1.087,29.47,46.56,17.91,1.59,0.5,10.402,0.6365550158820861,0.35903023521297406,0.47770270270270265,0.13666429225602927
SM0030,Small Cap,2829.5,7.32,22.82,22.64,0.622,0.773,25.97,36.93,15.85,1.59,1.0,3.728,0.5365414362783819,0.48676836228071174,0.35270270270270265,0.8158135748448153
SM0031,Small Cap,733.9,14.9,11.59,9.82,0.101,0.182,32.9,47.07,26.92,2.19,0.5,10.03,0.14251296616863585,0.2311817322654568,0.23445945945945945,0.17451918184593462
SM0032,Small Cap,1281.7,14.33,21.18,19.62,0.544,0.797,24.12,36.36,15.99,0.61,0.0,5.422,0.46180326381069237,0.5171485437852856,1.0,0.6434313625725043
SM0033,Small Cap,1119.0,5.38,11.67,11.93,0.256,0.37,21.21,39.38,16.91,1.27,0.5,5.392,0.22127604578074317,0.5357019514819373,0.6074324324324324,0.6464841762491096
SM0034,Small Cap,5930.6,8.57,10.32,10.88,0.216,0.327,20.25,41.44,16.7,1.6,0.5,3.92,0.18970612258617506,0.5395614816690517,0.47364864864864864,0.7962755673145416
SM0035,Small Cap,1185.4,11.14,19.82,18.13,0.792,1.091,14.69,30.98,9.07,1.22,0.5,3.717,0.47437629619670263,0.7485182530016714,0.6277027027027027,0.8169329398595706
SM0036,Small Cap,3267.6,12.07,21.38,21.68,0.698,0.847,21.75,41.49,18.07,1.51,0.5,6.966,0.5273197425253358,0.5054374775704878,0.5101351351351351,0.48631321868321964
SM0037,Small Cap,1135.3,8.03,23.47,22.33,0.562,0.868,28.15,48.49,19.16,1.56,0.5,4.75,0.5323951194097578,0.3573526755888339,0.4898648648648649,0.7118143889284625
SM0038,Small Cap,1298.1,12.21,21.23,20.75,0.555,0.766,25.69,39.15,18.42,1.37,0.5,7.888,0.4862720962672897,0.4569065144460007,0.5668918918918919,0.39249007835555105
SM0039,Small Cap,1502.6,5.37,21.42,22.62,0.698,0.859,23.09,39.74,14.46,1.62,1.0,5.154,0.5501645350498312,0.5247751507149261,0.3405405405405405,0.6707031647501781
SM0040,Small Cap,5063.2,7.65,13.08,13.55,0.381,0.487,18.52,30.86,15.77,1.82,0.5,3.798,0.27989200181509555,0.6370368662857636,0.3844594594594595,0.8086903429327363
SM0041,Small Cap,573.8,11.88,17.92,18.38,0.494,0.879,24.02,50.35,18.45,1.52,0.5,5.472,0.43582669198837,0.41456342144830305,0.5060810810810811,0.6383433397781622
SM0042,Small Cap,759.0,10.88,10.21,12.0,0.2,0.24,27.56,49.31,20.71,1.44,0.5,7.311,0.2067256348632796,0.3488589964223697,0.5385135135135135,0.45120586140225905
SM0043,Small Cap,560.0,13.21,7.48,6.14,-0.015,-0.026,24.94,39.43,22.21,1.54,1.0,5.996,0.02898922707181392,0.43601396239303003,0.37297297297297294,0.5850208608934568
SM0045,Small Cap,1022.5,5.92,14.36,12.99,0.334,0.463,19.41,29.3,16.84,0.99,1.0,7.306,0.2607300717634998,0.6242876374850752,0.595945945945946,0.45171466368169333
SM0047,Small Cap,1074.7,6.11,24.6,21.27,1.658,2.789,8.91,12.83,7.82,1.44,0.5,4.654,0.7701584847313491,0.9556301991193022,0.5385135135135135,0.7215833926935993
SM0049,Small Cap,900.1,9.55,21.75,20.59,0.408,0.526,34.57,53.45,31.02,1.81,0.5,7.402,0.4489090603519268,0.13432432056024113,0.3885135135135135,0.44194565991655643
SM0050,Small Cap,4718.7,9.81,14.86,15.3,0.543,0.913,16.21,33.21,10.37,2.01,0.5,6.644,0.3716099897480715,0.7015276683274743,0.30743243243243246,0.5190800854787829
SM0051,Small Cap,2456.9,11.24,8.35,8.27,0.081,0.117,21.91,39.86,18.38,1.25,0.5,3.624,0.09917268617334161,0.5103230274332429,0.6155405405405405,0.8263966622570469
SM0052,Small Cap,2075.7,8.23,19.18,17.96,0.499,0.648,22.96,43.65,19.32,1.47,0.5,4.734,0.4064335053192384,0.4639768761731484,0.5263513513513514,0.7134425562226518
SM0054,Small Cap,676.4,11.41,16.08,16.45,0.36,0.586,27.66,40.25,18.91,1.35,0.5,6.339,0.35393398430278483,0.4164286668847137,0.575,0.5501170245242699
SM0056,Small Cap,1742.8,13.53,10.11,9.02,0.106,0.126,23.69,36.8,15.66,2.12,0.5,7.668,0.11952387354834373,0.5236884300259375,0.26283783783783776,0.4148773786506563
SM0058,Small Cap,3679.1,9.84,13.03,11.22,0.205,0.363,23.08,42.88,17.46,1.44,0.0,3.503,0.1997656173845818,0.4818046928364985,0.6635135135135135,0.8387096774193548
SM0059,Small Cap,2945.9,13.84,23.5,22.1,0.418,0.679,37.31,54.72,24.2,1.57,0.5,6.884,0.4981042335422935,0.140135581277666,0.4858108108108108,0.49465757606594074
SM0060,Small Cap,1072.3,10.3,20.14,19.73,0.559,0.856,23.68,34.97,19.34,1.8,0.5,6.078,0.4707892640459825,0.5051591314311049,0.3925675675675676,0.5766765035107357
SM0061,Small Cap,1833.5,10.69,20.59,18.95,0.521,0.614,23.88,48.72,14.96,0.98,0.0,3.792,0.42835098569771934,0.45467198611791826,0.85,0.8093009056680573
SM0062,Small Cap,1423.3,11.5,13.3,12.19,0.372,0.58,15.3,27.44,12.36,1.04,0.5,4.632,0.2556540226214685,0.734024533402756,0.7006756756756757,0.7238221227231099
SM0063,Small Cap,1551.6,5.35,14.29,12.32,0.283,0.507,20.55,32.75,17.57,1.77,0.5,5.422,0.24458214147661386,0.5803179535161156,0.40472972972972965,0.6434313625725043
SM0064,Small Cap,9682.8,11.42,23.6,23.31,0.597,0.848,28.16,47.28,19.85,0.92,1.0,6.045,0.5564284970000504,0.3589185459810721,0.6243243243243244,0.5800345985550015
SM0065,Small Cap,607.2,13.68,28.24,28.25,1.28,2.226,16.99,33.7,13.81,1.44,0.5,6.133,0.8502187526260063,0.6589744394936486,0.5385135135135135,0.5710796784369594
